0.015272727,0.00389899,0,0.019469697,0,0,0
0.007636364,0,0.006719192,0.003893939,0,0.01169697,0.003979798
0.011454545,0.00389899,0.013438384,0,0,0.00779798,0
0.007636364,0.00389899,0.006719192,0.003893939,0,0.00389899,0
0.019090909,0.00779798,0.013438384,0.003893939,0,0.00389899,0
0.019090909,0.00389899,0.013438384,0,0,0.00389899,0
0.003818182,0.00779798,0.003359596,0,0,0,0
0.003818182,0.00389899,0.003359596,0.011681818,0,0.00389899,0.007959596
0.026727273,0.00779798,0.010078788,0.011681818,0,0.00779798,0
0,0,0.010078788,0,0,0.00389899,0
0.015272727,0.019494949,0.006719192,0.007787879,0,0.027292929,0.003979798
0.007636364,0.00389899,0.023517172,0.003893939,0,0.00779798,0
0.003818182,0.00389899,0.006719192,0.003893939,0,0.00779798,0
0,0.00389899,0.013438384,0.007787879,0,0,0
0,0.00389899,0.010078788,0.003893939,0,0,0
0.011454545,0.00389899,0.010078788,0.007787879,0,0.00389899,0.011939394
0.003818182,0.00779798,0.003359596,0.015575758,0,0.00779798,0.003979798
0,0,0.003359596,0,0,0.00389899,0
0,0.00779798,0.003359596,0,0,0.00779798,0.003979798
0,0.00779798,0.006719192,0.007787879,0,0.00389899,0.007959596
